Observation station,Year,Month,Day,Time [Local time],Direct solar radiation mean [W/m2]
Jokioinen Ilmala,2005,2,7,00:00,1.3
Jokioinen Ilmala,2005,2,8,00:00,36.5
Jokioinen Ilmala,2005,2,9,00:00,1
Jokioinen Ilmala,2005,2,10,00:00,0.7
Jokioinen Ilmala,2005,2,11,00:00,14.2
Jokioinen Ilmala,2005,2,12,00:00,19.4
Jokioinen Ilmala,2005,2,13,00:00,0.9
Jokioinen Ilmala,2005,2,14,00:00,3.1
Jokioinen Ilmala,2005,2,15,00:00,94
Jokioinen Ilmala,2005,2,16,00:00,124.1
Jokioinen Ilmala,2005,2,17,00:00,1.6
Jokioinen Ilmala,2005,2,18,00:00,0.5
Jokioinen Ilmala,2005,2,19,00:00,0.9
Jokioinen Ilmala,2005,2,20,00:00,2
Jokioinen Ilmala,2005,2,21,00:00,31.5
Jokioinen Ilmala,2005,2,22,00:00,121.8
Jokioinen Ilmala,2005,2,23,00:00,153.8
Jokioinen Ilmala,2005,2,24,00:00,143.6
Jokioinen Ilmala,2005,2,25,00:00,57.2
Jokioinen Ilmala,2005,2,26,00:00,118.9
Jokioinen Ilmala,2005,2,27,00:00,181.4
Jokioinen Ilmala,2005,2,28,00:00,79.9
Jokioinen Ilmala,2005,3,1,00:00,222.8
Jokioinen Ilmala,2005,3,2,00:00,58.3
Jokioinen Ilmala,2005,3,3,00:00,177.5
Jokioinen Ilmala,2005,3,4,00:00,178.9
Jokioinen Ilmala,2005,3,5,00:00,118.6
Jokioinen Ilmala,2005,3,6,00:00,191.9
Jokioinen Ilmala,2005,3,7,00:00,78.9
Jokioinen Ilmala,2005,3,8,00:00,108.2
Jokioinen Ilmala,2005,3,9,00:00,232.3
Jokioinen Ilmala,2005,3,10,00:00,42.3
Jokioinen Ilmala,2005,3,11,00:00,248.2
Jokioinen Ilmala,2005,3,12,00:00,63.2
Jokioinen Ilmala,2005,3,13,00:00,209
Jokioinen Ilmala,2005,3,14,00:00,214.6
Jokioinen Ilmala,2005,3,15,00:00,206
Jokioinen Ilmala,2005,3,16,00:00,174.7
Jokioinen Ilmala,2005,3,17,00:00,2.4
Jokioinen Ilmala,2005,3,18,00:00,38.5
Jokioinen Ilmala,2005,3,19,00:00,122.1
Jokioinen Ilmala,2005,3,20,00:00,142.1
Jokioinen Ilmala,2005,3,21,00:00,119
Jokioinen Ilmala,2005,3,22,00:00,191.8
Jokioinen Ilmala,2005,3,23,00:00,6.5
Jokioinen Ilmala,2005,3,24,00:00,110.1
Jokioinen Ilmala,2005,3,25,00:00,199.5
Jokioinen Ilmala,2005,3,26,00:00,218.7
Jokioinen Ilmala,2005,3,27,00:00,122.3
Jokioinen Ilmala,2005,3,28,00:00,113.1
Jokioinen Ilmala,2005,3,29,00:00,102.6
Jokioinen Ilmala,2005,3,30,00:00,115.4
Jokioinen Ilmala,2005,3,31,00:00,274.4
Jokioinen Ilmala,2005,4,1,00:00,262
Jokioinen Ilmala,2005,4,2,00:00,51.5
Jokioinen Ilmala,2005,4,3,00:00,177.8
Jokioinen Ilmala,2005,4,4,00:00,225.7
Jokioinen Ilmala,2005,4,5,00:00,142.4
Jokioinen Ilmala,2005,4,6,00:00,179.1
Jokioinen Ilmala,2005,4,7,00:00,23.6
Jokioinen Ilmala,2005,4,8,00:00,48.6
Jokioinen Ilmala,2006,1,1,00:00,0.4
Jokioinen Ilmala,2006,1,2,00:00,0.4
Jokioinen Ilmala,2006,1,3,00:00,1.6
Jokioinen Ilmala,2006,1,4,00:00,0.5
Jokioinen Ilmala,2006,1,5,00:00,0.5
Jokioinen Ilmala,2006,1,6,00:00,0.4
Jokioinen Ilmala,2006,1,7,00:00,0.5
Jokioinen Ilmala,2006,1,8,00:00,47.9
Jokioinen Ilmala,2006,1,9,00:00,0.3
Jokioinen Ilmala,2006,1,10,00:00,0.8
Jokioinen Ilmala,2006,1,11,00:00,0.1
Jokioinen Ilmala,2006,1,12,00:00,76.0
Jokioinen Ilmala,2006,1,13,00:00,0.8
Jokioinen Ilmala,2006,1,14,00:00,27.2
Jokioinen Ilmala,2006,1,15,00:00,0.4
Jokioinen Ilmala,2006,1,16,00:00,0.2
Jokioinen Ilmala,2006,1,17,00:00,0.4
Jokioinen Ilmala,2006,1,18,00:00,93.4
Jokioinen Ilmala,2006,1,19,00:00,97.7
Jokioinen Ilmala,2006,1,20,00:00,57.1
Jokioinen Ilmala,2006,1,21,00:00,89.1
Jokioinen Ilmala,2006,1,22,00:00,100.6
Jokioinen Ilmala,2006,1,23,00:00,0.3
Jokioinen Ilmala,2006,1,24,00:00,0.2
Jokioinen Ilmala,2006,1,25,00:00,0.9
Jokioinen Ilmala,2006,1,26,00:00,1.3
Jokioinen Ilmala,2006,1,27,00:00,102.0
Jokioinen Ilmala,2006,1,28,00:00,28.4
Jokioinen Ilmala,2006,1,29,00:00,96.2
Jokioinen Ilmala,2006,1,30,00:00,35.6
Jokioinen Ilmala,2006,1,31,00:00,1.6
Jokioinen Ilmala,2006,2,1,00:00,0.6
Jokioinen Ilmala,2006,2,2,00:00,0.6
Jokioinen Ilmala,2006,2,3,00:00,8.2
Jokioinen Ilmala,2006,2,4,00:00,79.2
Jokioinen Ilmala,2006,2,5,00:00,129.5
Jokioinen Ilmala,2006,2,6,00:00,61.4
Jokioinen Ilmala,2006,2,7,00:00,39.0
Jokioinen Ilmala,2006,2,8,00:00,42.4
Jokioinen Ilmala,2006,2,9,00:00,0.9
Jokioinen Ilmala,2006,2,10,00:00,1.3
Jokioinen Ilmala,2006,2,11,00:00,83.2
Jokioinen Ilmala,2006,2,12,00:00,1.5
Jokioinen Ilmala,2006,2,13,00:00,1.3
Jokioinen Ilmala,2006,2,14,00:00,1.9
Jokioinen Ilmala,2006,2,15,00:00,2.3
Jokioinen Ilmala,2006,2,16,00:00,28.8
Jokioinen Ilmala,2006,2,17,00:00,85.1
Jokioinen Ilmala,2006,2,18,00:00,2.6
Jokioinen Ilmala,2006,2,19,00:00,1.7
Jokioinen Ilmala,2006,2,20,00:00,16.2
Jokioinen Ilmala,2006,2,21,00:00,37.8
Jokioinen Ilmala,2006,2,22,00:00,2.3
Jokioinen Ilmala,2006,2,23,00:00,49.1
Jokioinen Ilmala,2006,2,24,00:00,4.5
Jokioinen Ilmala,2006,2,25,00:00,106.5
Jokioinen Ilmala,2006,2,26,00:00,126.9
Jokioinen Ilmala,2006,2,27,00:00,192.7
Jokioinen Ilmala,2006,2,28,00:00,54.5
Jokioinen Ilmala,2006,3,1,00:00,81.2
Jokioinen Ilmala,2006,3,2,00:00,7.6
Jokioinen Ilmala,2006,3,3,00:00,11.9
Jokioinen Ilmala,2006,3,4,00:00,4.3
Jokioinen Ilmala,2006,3,5,00:00,4.2
Jokioinen Ilmala,2006,3,6,00:00,50.6
Jokioinen Ilmala,2006,3,7,00:00,131.0
Jokioinen Ilmala,2006,3,8,00:00,5.7
Jokioinen Ilmala,2006,3,9,00:00,167.9
Jokioinen Ilmala,2006,3,10,00:00,150.9
Jokioinen Ilmala,2006,3,11,00:00,175.0
Jokioinen Ilmala,2006,3,12,00:00,207.1
Jokioinen Ilmala,2006,3,13,00:00,237.6
Jokioinen Ilmala,2006,3,14,00:00,12.3
Jokioinen Ilmala,2006,3,15,00:00,40.0
Jokioinen Ilmala,2006,3,16,00:00,108.6
Jokioinen Ilmala,2006,3,17,00:00,144.7
Jokioinen Ilmala,2006,3,18,00:00,6.9
Jokioinen Ilmala,2006,3,19,00:00,42.6
Jokioinen Ilmala,2006,3,20,00:00,218.9
Jokioinen Ilmala,2006,3,21,00:00,159.1
Jokioinen Ilmala,2006,3,22,00:00,215.6
Jokioinen Ilmala,2006,3,23,00:00,226.9
Jokioinen Ilmala,2006,3,24,00:00,106.3
Jokioinen Ilmala,2006,3,25,00:00,190.7
Jokioinen Ilmala,2006,3,26,00:00,199.4
Jokioinen Ilmala,2006,3,27,00:00,57.9
Jokioinen Ilmala,2006,3,28,00:00,2.9
Jokioinen Ilmala,2006,3,29,00:00,4.1
Jokioinen Ilmala,2006,3,30,00:00,3.0
Jokioinen Ilmala,2006,3,31,00:00,6.7
Jokioinen Ilmala,2006,4,1,00:00,3.3
Jokioinen Ilmala,2013,6,11,20:02,342.45
Jokioinen Ilmala,2013,6,12,00:00,32.2
Jokioinen Ilmala,2013,6,13,03:04,26.3
Jokioinen Ilmala,2013,6,14,00:00,0.2
Jokioinen Ilmala,2013,6,15,00:14,353.7
Jokioinen Ilmala,2013,6,16,01:53,96.45
Jokioinen Ilmala,2013,6,17,01:15,5.8
Jokioinen Ilmala,2013,6,18,02:12,669.25
Jokioinen Ilmala,2013,6,19,01:07,607.6
Jokioinen Ilmala,2013,6,20,00:07,1.7
Jokioinen Ilmala,2013,6,21,00:48,112.4
Jokioinen Ilmala,2013,6,22,00:56,8.9
Jokioinen Ilmala,2013,6,23,00:08,19.0
Jokioinen Ilmala,2013,6,24,04:42,63.0
Jokioinen Ilmala,2013,6,25,01:11,4.4
Jokioinen Ilmala,2013,6,26,00:57,17.25
Jokioinen Ilmala,2013,6,27,00:05,6.2
Jokioinen Ilmala,2013,6,28,00:07,214.3
Jokioinen Ilmala,2013,6,29,00:14,1.6
Jokioinen Ilmala,2013,6,30,00:56,117.0
Jokioinen Ilmala,2013,7,1,02:01,537.4
Jokioinen Ilmala,2013,7,2,00:00,39.0
Jokioinen Ilmala,2013,7,3,00:38,371.25
Jokioinen Ilmala,2013,7,4,04:53,308.0
Jokioinen Ilmala,2013,7,5,00:16,117.35
Jokioinen Ilmala,2013,7,6,00:51,5.4
Jokioinen Ilmala,2013,7,7,01:30,779.0
Jokioinen Ilmala,2013,7,8,02:27,5.0
Jokioinen Ilmala,2013,7,9,01:27,603.2
Jokioinen Ilmala,2013,7,10,00:01,1.5
Jokioinen Ilmala,2013,7,11,01:39,616.0
Jokioinen Ilmala,2013,7,12,02:49,707.6
Jokioinen Ilmala,2013,7,13,02:05,608.2
Jokioinen Ilmala,2013,7,14,00:58,503.9
Jokioinen Ilmala,2013,7,15,04:56,640.0
Jokioinen Ilmala,2013,7,16,00:18,577.7
Jokioinen Ilmala,2013,7,17,01:17,690.4
Jokioinen Ilmala,2013,7,18,00:00,1.8
Jokioinen Ilmala,2013,7,19,01:37,11.95
Jokioinen Ilmala,2013,7,20,00:17,21.15
Jokioinen Ilmala,2013,7,21,01:04,1.5
Jokioinen Ilmala,2013,7,22,00:12,2.2
Jokioinen Ilmala,2013,7,23,00:08,2.1
Jokioinen Ilmala,2013,7,24,00:26,1.9
Jokioinen Ilmala,2013,7,25,00:36,239.2
Jokioinen Ilmala,2013,7,26,00:48,234.2
Jokioinen Ilmala,2013,7,27,00:46,726.25
Jokioinen Ilmala,2013,7,28,00:23,462.3
Jokioinen Ilmala,2013,7,29,00:02,2.3
Jokioinen Ilmala,2013,7,30,00:16,0.5
Jokioinen Ilmala,2013,7,31,00:05,104.2
Jokioinen Ilmala,2013,8,1,01:16,4.2
Jokioinen Ilmala,2013,8,2,00:00,72.05000000000001
Jokioinen Ilmala,2013,8,3,00:04,594.4000000000001
Jokioinen Ilmala,2013,8,4,01:38,415.8
Jokioinen Ilmala,2013,8,5,00:00,484.95
Jokioinen Ilmala,2013,8,6,00:36,538.25
Jokioinen Ilmala,2013,8,7,02:49,2.7
Jokioinen Ilmala,2013,8,8,00:06,1.8
Jokioinen Ilmala,2013,8,9,00:00,0.9
Jokioinen Ilmala,2013,8,10,00:00,1.6
Jokioinen Ilmala,2013,8,11,00:00,75.6
Jokioinen Ilmala,2013,8,12,02:07,11.8
Jokioinen Ilmala,2013,8,13,00:53,227.8
Jokioinen Ilmala,2013,8,14,00:13,0.4
Jokioinen Ilmala,2013,8,15,02:44,353.65
Jokioinen Ilmala,2013,8,16,03:04,569.6
Jokioinen Ilmala,2013,8,17,02:25,1.4
Jokioinen Ilmala,2013,8,18,00:00,15.8
Jokioinen Ilmala,2013,8,19,00:00,339.9
Jokioinen Ilmala,2013,8,20,00:13,229.55
Jokioinen Ilmala,2013,8,21,00:55,221.1
Jokioinen Ilmala,2013,8,22,00:22,3.2
Jokioinen Ilmala,2013,8,23,00:25,535.3
Jokioinen Ilmala,2013,8,24,06:10,607.9
Jokioinen Ilmala,2013,8,25,00:04,782.8
Jokioinen Ilmala,2013,8,26,00:08,731.1
Jokioinen Ilmala,2013,8,27,05:56,664.9
Jokioinen Ilmala,2013,8,28,01:50,2.0
Jokioinen Ilmala,2013,8,29,02:08,1.6
Jokioinen Ilmala,2013,8,30,00:07,1.0
Jokioinen Ilmala,2013,8,31,00:00,1.1
Jokioinen Ilmala,2013,9,1,00:00,0.7
Jokioinen Ilmala,2013,9,2,00:35,1.5
Jokioinen Ilmala,2013,9,3,00:00,1.8
Jokioinen Ilmala,2013,9,4,00:55,2.5
Jokioinen Ilmala,2013,9,5,00:55,4.2
Jokioinen Ilmala,2013,9,6,04:25,1.6
Jokioinen Ilmala,2013,9,11,09:13,3.5
Jokioinen Ilmala,2013,9,12,02:02,3.7
Jokioinen Ilmala,2013,9,13,02:50,4.95
Jokioinen Ilmala,2013,9,14,00:00,688.6
Jokioinen Ilmala,2013,9,15,04:12,3.0
Jokioinen Ilmala,2013,9,16,00:40,1.7
Jokioinen Ilmala,2013,9,17,00:04,0.8
Jokioinen Ilmala,2013,9,18,00:01,0.3
Jokioinen Ilmala,2013,9,19,00:02,0.2
Jokioinen Ilmala,2013,9,20,00:06,0.8
Jokioinen Ilmala,2013,9,21,00:46,1.1
Jokioinen Ilmala,2013,9,22,01:27,102.5
Jokioinen Ilmala,2013,9,23,00:30,1.2
Jokioinen Ilmala,2013,9,24,00:22,2.6
Jokioinen Ilmala,2013,9,25,00:00,3.1
Jokioinen Ilmala,2013,9,26,00:00,1.0
Jokioinen Ilmala,2013,9,27,00:00,1.3
Jokioinen Ilmala,2013,9,28,00:00,1.1
Jokioinen Ilmala,2013,9,29,00:06,0.6
Jokioinen Ilmala,2013,9,30,00:00,1.2
Jokioinen Ilmala,2013,10,1,00:00,1.2
Jokioinen Ilmala,2013,10,2,00:00,1.8
Jokioinen Ilmala,2013,10,3,00:04,559.6
Jokioinen Ilmala,2013,10,4,00:01,439.3
Jokioinen Ilmala,2013,10,5,00:01,0.7
Jokioinen Ilmala,2013,10,6,00:08,0.9
Jokioinen Ilmala,2013,10,7,00:26,0.6
Jokioinen Ilmala,2013,10,8,00:27,0.4
Jokioinen Ilmala,2013,10,9,00:00,0.3
Jokioinen Ilmala,2013,10,10,00:14,0.3
Jokioinen Ilmala,2013,10,11,00:00,129.8
Jokioinen Ilmala,2013,10,12,00:00,1.6
Jokioinen Ilmala,2013,10,14,13:00,310.7
Jokioinen Ilmala,2013,10,15,00:00,0.5
Jokioinen Ilmala,2013,10,16,01:41,231.35
Jokioinen Ilmala,2013,10,17,00:00,0.5
Jokioinen Ilmala,2013,10,18,00:33,1.0
Jokioinen Ilmala,2013,10,19,00:00,1.3
Jokioinen Ilmala,2013,10,20,00:01,2.3
Jokioinen Ilmala,2013,10,21,00:00,2.25
Jokioinen Ilmala,2013,10,22,00:14,1.3
Jokioinen Ilmala,2013,10,23,00:00,0.3
Jokioinen Ilmala,2013,10,24,00:00,0.3
Jokioinen Ilmala,2013,10,25,00:19,0.7
Jokioinen Ilmala,2013,10,26,00:00,0.5
Jokioinen Ilmala,2013,10,28,10:13,0.4
Jokioinen Ilmala,2013,10,29,00:00,0.4
Jokioinen Ilmala,2013,10,30,00:00,0.8
Jokioinen Ilmala,2013,10,31,00:00,1.5
Jokioinen Ilmala,2013,11,1,09:46,0.6
Jokioinen Ilmala,2013,11,2,00:05,0.6
Jokioinen Ilmala,2013,11,3,00:00,0.6
Jokioinen Ilmala,2013,11,4,00:01,0.4
Jokioinen Ilmala,2013,11,5,00:00,0.3
Jokioinen Ilmala,2013,11,6,00:00,1.0
Jokioinen Ilmala,2013,11,7,00:00,0.8
Jokioinen Ilmala,2013,11,8,00:00,0.6
Jokioinen Ilmala,2013,11,9,00:00,0.4
Jokioinen Ilmala,2013,11,10,00:00,0.5
Jokioinen Ilmala,2013,11,11,00:03,1.3
Jokioinen Ilmala,2013,11,12,00:00,0.7
Jokioinen Ilmala,2013,11,13,00:00,0.3
Jokioinen Ilmala,2013,11,14,00:00,0.9
Jokioinen Ilmala,2013,11,15,00:12,0.7
Jokioinen Ilmala,2013,11,16,00:00,0.5
Jokioinen Ilmala,2013,11,17,00:00,0.8
Jokioinen Ilmala,2013,11,18,00:00,1.05
Jokioinen Ilmala,2013,11,19,00:43,0.4
Jokioinen Ilmala,2013,11,20,00:36,0.6
Jokioinen Ilmala,2013,11,21,00:00,0.4
Jokioinen Ilmala,2013,11,22,00:00,0.6
Jokioinen Ilmala,2013,11,23,00:00,1.2
Jokioinen Ilmala,2013,11,24,00:00,1.1
Jokioinen Ilmala,2013,11,25,00:00,1.2
Jokioinen Ilmala,2013,11,26,00:00,1.5
Jokioinen Ilmala,2013,11,27,00:00,0.6
Jokioinen Ilmala,2013,11,28,00:00,0.5
Jokioinen Ilmala,2013,11,29,00:13,2.4
Jokioinen Ilmala,2013,11,30,00:00,1.3
Jokioinen Ilmala,2013,12,1,00:00,1.3
Jokioinen Ilmala,2013,12,2,00:28,1.2
Jokioinen Ilmala,2013,12,3,00:00,0.7
Jokioinen Ilmala,2013,12,4,00:01,2.0
Jokioinen Ilmala,2013,12,5,00:00,0.9
Jokioinen Ilmala,2013,12,6,00:00,0.3
Jokioinen Ilmala,2013,12,7,00:00,0.7
Jokioinen Ilmala,2013,12,8,00:00,0.8
Jokioinen Ilmala,2013,12,9,00:00,1.2
Jokioinen Ilmala,2013,12,10,00:00,1.1
Jokioinen Ilmala,2013,12,11,00:00,0.8
Jokioinen Ilmala,2013,12,12,00:00,0.7
Jokioinen Ilmala,2013,12,13,00:00,0.4
Jokioinen Ilmala,2013,12,14,00:00,1.0
Jokioinen Ilmala,2013,12,15,00:00,0.3
Jokioinen Ilmala,2013,12,16,00:00,0.5
Jokioinen Ilmala,2013,12,17,00:12,0.4
Jokioinen Ilmala,2013,12,18,00:00,0.8
Jokioinen Ilmala,2013,12,19,00:00,0.3
Jokioinen Ilmala,2013,12,20,00:00,0.4
Jokioinen Ilmala,2013,12,21,00:07,0.4
Jokioinen Ilmala,2013,12,22,00:00,0.2
Jokioinen Ilmala,2013,12,23,00:17,0.4
Jokioinen Ilmala,2013,12,24,00:00,0.4
Jokioinen Ilmala,2013,12,25,00:00,0.2
Jokioinen Ilmala,2013,12,26,00:00,0.3
Jokioinen Ilmala,2013,12,27,00:01,0.2
Jokioinen Ilmala,2013,12,28,00:00,0.3
Jokioinen Ilmala,2013,12,29,00:00,0.3
Jokioinen Ilmala,2013,12,30,00:00,0.3
Jokioinen Ilmala,2013,12,31,00:00,0.5
Jokioinen Ilmala,2014,1,1,00:00,0.2
Jokioinen Ilmala,2014,1,2,00:00,0.3
Jokioinen Ilmala,2014,1,3,00:00,0.2
Jokioinen Ilmala,2014,1,4,00:00,0.3
Jokioinen Ilmala,2014,1,5,00:00,0.4
Jokioinen Ilmala,2014,1,6,00:10,0.2
Jokioinen Ilmala,2014,1,7,00:00,0.3
Jokioinen Ilmala,2014,1,8,00:00,0.5
Jokioinen Ilmala,2014,1,9,00:00,0.5
Jokioinen Ilmala,2014,1,10,00:00,0.4
Jokioinen Ilmala,2014,1,11,00:00,0.7
Jokioinen Ilmala,2014,1,12,00:00,0.9
Jokioinen Ilmala,2014,1,13,00:00,1.2
Jokioinen Ilmala,2014,1,14,00:00,3.0
Jokioinen Ilmala,2014,1,15,00:00,3.0
Jokioinen Ilmala,2014,1,16,00:00,1.7
Jokioinen Ilmala,2014,1,17,00:00,1.6
Jokioinen Ilmala,2014,1,18,00:05,1.4
Jokioinen Ilmala,2014,1,19,00:00,2.6
Jokioinen Ilmala,2014,1,20,00:00,2.7
Jokioinen Ilmala,2014,1,21,00:00,1.9
Jokioinen Ilmala,2014,1,22,00:00,3.0
Jokioinen Ilmala,2014,1,23,00:00,1.7
Jokioinen Ilmala,2014,1,24,00:00,2.3
Jokioinen Ilmala,2014,1,25,00:00,1.8
Jokioinen Ilmala,2014,1,26,00:00,0.9
Jokioinen Ilmala,2014,1,27,00:00,0.3
Jokioinen Ilmala,2014,1,28,00:03,0.5
Jokioinen Ilmala,2014,1,29,00:34,246.1
Jokioinen Ilmala,2014,1,30,00:00,0.6
Jokioinen Ilmala,2014,1,31,00:00,0.4
Jokioinen Ilmala,2014,2,1,00:01,0.2
Jokioinen Ilmala,2014,2,2,00:07,0.2
Jokioinen Ilmala,2014,2,3,00:00,0.6
Jokioinen Ilmala,2014,2,4,00:00,0.4
Jokioinen Ilmala,2014,2,5,00:15,0.3
Jokioinen Ilmala,2014,2,6,00:01,0.7
Jokioinen Ilmala,2014,2,7,00:00,0.5
Jokioinen Ilmala,2014,2,8,00:01,0.4
Jokioinen Ilmala,2014,2,9,00:00,0.4
Jokioinen Ilmala,2014,2,10,00:03,0.2
Jokioinen Ilmala,2014,2,11,00:00,0.6
Jokioinen Ilmala,2014,2,12,00:00,0.4
Jokioinen Ilmala,2014,2,13,00:00,0.6
Jokioinen Ilmala,2014,2,14,00:00,0.3
Jokioinen Ilmala,2014,2,15,00:00,0.3
Jokioinen Ilmala,2014,2,16,00:30,0.3
Jokioinen Ilmala,2014,2,17,00:00,0.5
Jokioinen Ilmala,2014,2,18,00:00,0.7
Jokioinen Ilmala,2014,2,19,00:00,1.0
Jokioinen Ilmala,2014,2,20,00:00,0.4
Jokioinen Ilmala,2014,2,21,00:19,0.4
Jokioinen Ilmala,2014,2,22,00:05,0.5
Jokioinen Ilmala,2014,2,23,00:00,0.6
Jokioinen Ilmala,2014,2,24,00:00,0.5
Jokioinen Ilmala,2014,2,25,00:00,0.3
Jokioinen Ilmala,2014,2,26,00:00,0.4
Jokioinen Ilmala,2014,2,27,00:04,0.3
Jokioinen Ilmala,2014,2,28,00:00,0.4
Jokioinen Ilmala,2014,3,1,00:02,0.9
Jokioinen Ilmala,2014,3,2,00:00,0.2
Jokioinen Ilmala,2014,3,3,00:01,0.5
Jokioinen Ilmala,2014,3,4,00:00,0.6
Jokioinen Ilmala,2014,3,5,00:01,0.5
Jokioinen Ilmala,2014,3,6,00:02,0.6
Jokioinen Ilmala,2014,3,7,00:00,0.4
Jokioinen Ilmala,2014,3,8,00:00,1.2
Jokioinen Ilmala,2006,4,2,00:00,4.1
Jokioinen Ilmala,2006,4,3,00:00,3.2
Jokioinen Ilmala,2006,4,4,00:00,3.9
Jokioinen Ilmala,2006,4,5,00:00,8.2
Jokioinen Ilmala,2006,4,6,00:00,31.8
Jokioinen Ilmala,2006,4,7,00:00,8.2
Jokioinen Ilmala,2006,4,8,00:00,-
-,2006,4,9,00:00,-
-,2006,4,10,00:00,-
Jokioinen Ilmala,2006,4,11,00:00,5.4
Jokioinen Ilmala,2006,4,12,00:00,157.9
Jokioinen Ilmala,2006,4,13,00:00,-
-,2006,4,14,00:00,-
-,2006,4,15,00:00,-
-,2006,4,16,00:00,-
-,2006,4,17,00:00,-
-,2006,4,18,00:00,-
Jokioinen Ilmala,2006,4,19,00:00,88.6
Jokioinen Ilmala,2006,4,20,00:00,13.5
Jokioinen Ilmala,2006,4,21,00:00,169.8
Jokioinen Ilmala,2006,4,22,00:00,239.6
Jokioinen Ilmala,2006,4,23,00:00,290.7
Jokioinen Ilmala,2006,4,24,00:00,284.7
Jokioinen Ilmala,2006,4,25,00:00,81.6
Jokioinen Ilmala,2006,4,26,00:00,200
Jokioinen Ilmala,2006,4,27,00:00,174.2
Jokioinen Ilmala,2006,4,28,00:00,149.7
Jokioinen Ilmala,2006,4,29,00:00,169.5
Jokioinen Ilmala,2006,4,30,00:00,300.4
Jokioinen Ilmala,2006,5,1,00:00,250.3
Jokioinen Ilmala,2006,5,2,00:00,83.4
Jokioinen Ilmala,2006,5,3,00:00,122
Jokioinen Ilmala,2006,5,4,00:00,218.8
Jokioinen Ilmala,2006,5,5,00:00,228.4
Jokioinen Ilmala,2006,5,6,00:00,267.1
Jokioinen Ilmala,2006,5,7,00:00,273.1
Jokioinen Ilmala,2006,5,8,00:00,235.7
Jokioinen Ilmala,2006,5,9,00:00,298.2
Jokioinen Ilmala,2006,5,10,00:00,300.2
Jokioinen Ilmala,2006,5,11,00:00,226.5
Jokioinen Ilmala,2006,5,12,00:00,148.4
Jokioinen Ilmala,2006,5,13,00:00,107.2
Jokioinen Ilmala,2006,5,14,00:00,319.3
Jokioinen Ilmala,2006,5,15,00:00,106.7
Jokioinen Ilmala,2006,5,16,00:00,206.9
Jokioinen Ilmala,2006,5,17,00:00,329.3
Jokioinen Ilmala,2006,5,18,00:00,179.3
Jokioinen Ilmala,2006,5,19,00:00,74.3
Jokioinen Ilmala,2006,5,20,00:00,3.1
Jokioinen Ilmala,2006,5,21,00:00,42.2
Jokioinen Ilmala,2006,5,22,00:00,180.9
Jokioinen Ilmala,2006,5,23,00:00,3.9
Jokioinen Ilmala,2006,5,24,00:00,4.8
Jokioinen Ilmala,2006,5,25,00:00,114.6
Jokioinen Ilmala,2006,5,26,00:00,3.9
Jokioinen Ilmala,2006,5,27,00:00,13.6
Jokioinen Ilmala,2006,5,28,00:00,88.6
Jokioinen Ilmala,2006,5,29,00:00,76.9
Jokioinen Ilmala,2006,5,30,00:00,111.9
Jokioinen Ilmala,2006,5,31,00:00,152
Jokioinen Ilmala,2006,6,1,00:00,228.8
Jokioinen Ilmala,2006,6,2,00:00,262.3
Jokioinen Ilmala,2006,6,3,00:00,3.1
Jokioinen Ilmala,2006,6,4,00:00,285.2
Jokioinen Ilmala,2006,6,5,00:00,170.8
Jokioinen Ilmala,2006,6,6,00:00,72.7
Jokioinen Ilmala,2006,6,7,00:00,77.3
Jokioinen Ilmala,2006,6,8,00:00,108
Jokioinen Ilmala,2006,6,9,00:00,83.2
Jokioinen Ilmala,2006,6,10,00:00,340.8
Jokioinen Ilmala,2006,6,11,00:00,287.8
Jokioinen Ilmala,2006,6,12,00:00,333
Jokioinen Ilmala,2006,6,13,00:00,335
Jokioinen Ilmala,2006,6,14,00:00,219.7
Jokioinen Ilmala,2006,6,15,00:00,243.2
Jokioinen Ilmala,2006,6,16,00:00,-
-,2006,6,17,00:00,-
Jokioinen Ilmala,2006,6,18,00:00,347.5
Jokioinen Ilmala,2006,6,19,00:00,251
Jokioinen Ilmala,2006,6,20,00:00,280.7
Jokioinen Ilmala,2006,6,21,00:00,161.4
Jokioinen Ilmala,2006,6,22,00:00,40
Jokioinen Ilmala,2006,6,23,00:00,207
Jokioinen Ilmala,2006,6,24,00:00,294.2
Jokioinen Ilmala,2006,6,25,00:00,213.4
Jokioinen Ilmala,2006,6,26,00:00,195
Jokioinen Ilmala,2006,6,27,00:00,2.1
Jokioinen Ilmala,2006,6,28,00:00,21.2
Jokioinen Ilmala,2006,6,29,00:00,259.4
Jokioinen Ilmala,2006,6,30,00:00,336.4
Jokioinen Ilmala,2006,7,1,00:00,297.2
Jokioinen Ilmala,2006,7,2,00:00,208.5
Jokioinen Ilmala,2006,7,3,00:00,309.6
Jokioinen Ilmala,2006,7,4,00:00,259.4
Jokioinen Ilmala,2006,7,5,00:00,340.3
Jokioinen Ilmala,2006,7,6,00:00,217.4
Jokioinen Ilmala,2006,7,7,00:00,272.2
Jokioinen Ilmala,2006,7,8,00:00,246.9
Jokioinen Ilmala,2006,7,9,00:00,261.6
Jokioinen Ilmala,2006,7,10,00:00,157.6
Jokioinen Ilmala,2006,7,11,00:00,182.5
Jokioinen Ilmala,2006,7,12,00:00,240.5
Jokioinen Ilmala,2006,7,13,00:00,265.6
Jokioinen Ilmala,2006,7,14,00:00,272.5
